

Method,CTCP
BK TCP Number,0
MSS,1500
SendRate(Mb/s),ReceiveRate(Mb/s),Send Loss,RTT(ms),CWnd,FlowWindow,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s)
4.09911,0,0,2.676,2,8189,0,178,0,6.34816
4.29715,0,0,2.347,2,8189,0,188,0,5.33478
4.73977,0,0,2.315,2,8189,0,205,0,5.92883
3.85465,0,0,5.057,2,8189,0,169,0,5.49786
3.91288,0,0,3.148,2,8189,0,173,0,4.64755
4.06453,0,0,2.725,2,8189,0,176,0,5.49786
5.01932,0,0,2.001,2,8189,0,217,0,3.99526
4.75146,0,0,4.595,2,8189,0,207,0,5.31149
3.43569,0,0,3.533,2,8190,0,153,0,10.4366
3.91316,0,0,2.751,2,8189,0,171,0,12.2071
4.53051,0,0,2.626,2,8189,0,196,0,4.75238
4.58863,0,0,2.575,2,8189,0,200,0,4.3913
4.46043,0,0,4.319,2,8189,0,195,0,5.27654
4.97271,0,0,2.703,2,8189,0,215,0,10.7977
5.07695,0,0,2.765,2,8189,0,220,0,11.4267
4.70492,0,0,3.76,2,8189,0,204,0,11.0423
4.44872,0,0,2.415,2,8191,0,192,0,4.90381
4.39022,0,0,2.925,2,8189,0,192,0,4.00691
4.79803,0,0,2.11,2,8189,0,208,0,4.0768
5.0774,0,0,1.937,2,8189,0,220,0,4.43789
4.89133,0,0,3.02,2,8189,0,211,0,4.00691
4.5653,0,0,2.447,2,8189,0,200,0,3.55264
4.26232,0,0,2.873,2,8189,0,186,0,3.19155
4.84498,0,0,2.396,2,8189,0,210,0,3.58758
4.40223,0,0,3.004,2,8189,0,193,0,3.12166
4.61209,0,0,2.444,2,8189,0,201,0,3.36627
4.93821,0,0,2.265,2,8189,0,213,0,4.12339
5.60207,0,0,2.758,2,8189,0,241,0,10.6346
5.11251,0,0,3.427,2,8189,0,220,0,10.5531
5.01901,0,0,2.021,2,8189,0,218,0,11.5082
4.22724,0,0,3.23,2,8189,0,184,0,8.66611
4.04066,0,0,2.778,2,8189,0,178,0,4.18163
4.23908,0,0,3.005,2,8189,0,186,0,3.5177
4.51836,0,0,2.685,2,8189,0,198,0,3.7623
4.57681,0,0,2.365,2,8191,0,197,0,3.59923
4.41392,0,0,4.623,2,8189,0,192,0,3.37792
3.82005,0,0,2.822,2,8189,0,167,0,2.97024
4.51872,0,0,4.068,2,8189,0,196,0,3.21485
4.4722,0,0,2.844,2,8189,0,195,0,3.75066
4.50715,0,0,3.458,2,8189,0,197,0,3.79725
4.64706,0,0,2.283,2,8189,0,202,0,7.15187
3.75018,0,0,6.592,2,8189,0,164,0,4.90381
3.08637,0,0,3.398,2,8189,0,137,0,4.27482
4.43722,0,0,3.571,2,8191,0,193,0,5.2183
2.99298,0,0,4.081,2,8189,0,134,0,3.02848
3.95943,0,0,3.732,2,8191,0,174,0,2.84211
4.87958,0,0,2.634,2,8189,0,212,0,2.77222
4.00624,0,0,2.769,2,8191,0,174,0,3.98362
4.27384,0,0,2.86,2,8189,0,187,0,7.71098
4.28581,0,0,2.599,2,8190,0,188,0,3.92538
4.66985,0,0,3.09,2,8189,0,203,0,5.09018
4.9377,0,0,2.184,2,8189,0,215,0,10.9258
4.87962,0,0,2.326,2,8191,0,211,0,10.4948
4.37888,0,0,3.584,2,8191,0,190,0,4.54272
5.24055,0,0,2.199,2,8189,0,227,0,3.54099
4.75145,0,0,2.379,2,8189,0,207,0,3.72736
5.28727,0,0,2.416,2,8189,0,229,0,5.8007
3.95983,0,0,2.656,2,8191,0,175,0,7.3033
4.84507,0,0,2.399,2,8189,0,211,0,4.3913
4.79836,0,0,2.088,2,8189,0,208,0,2.9353
5.19388,0,0,2.01,2,8189,0,225,0,3.29638
5.24055,0,0,2.325,2,8191,0,225,0,3.31968
5.03097,0,0,2.408,2,8189,0,217,0,3.99526
4.50653,0,0,3.251,2,8189,0,196,0,4.14669
4.39037,0,0,2.86,2,8189,0,192,0,3.90208
5.11259,0,0,2.372,2,8191,0,221,0,3.28474
4.93787,0,0,2.44,2,8189,0,214,0,3.40122
5.48488,0,0,2.125,2,8191,0,236,0,4.16998
5.86924,0,0,2.276,2,8189,0,252,0,3.90208
5.24076,0,0,2.361,2,8189,0,226,0,3.61088
5.11272,0,0,2.652,2,8189,0,221,0,5.14842
4.62374,0,0,2.23,2,8189,0,201,0,5.68422
3.93649,0,0,3.822,2,8191,0,174,0,6.66266
3.75012,0,0,2.958,2,8189,0,165,0,5.68422
3.54062,0,0,4.375,2,8189,0,155,0,5.83565
2.9116,0,0,4.757,2,8189,0,128,0,6.27827
3.72658,0,0,2.562,2,8189,0,166,0,5.94048
3.47034,0,0,4.08,2,8189,0,154,0,4.32141
3.44729,0,0,2.492,2,8191,0,152,0,3.45946
3.80812,0,0,2.996,2,8191,0,165,0,3.34298
3.58691,0,0,4.469,2,8189,0,157,0,3.45946
5.11257,0,0,1.998,2,8189,0,220,0,6.24333
4.01797,0,0,3.392,2,8189,0,177,0,6.06861
4.50708,0,0,2.608,2,8191,0,196,0,4.30976
4.01804,0,0,3.496,2,8191,0,175,0,5.57939
4.6003,0,0,2.777,2,8189,0,199,0,7.78086
4.09951,0,0,3.089,2,8189,0,178,0,5.66093
3.21446,0,0,3.683,2,8189,0,142,0,4.18163
2.62055,0,0,3.437,2,8189,0,119,0,3.05178
2.52722,0,0,6.223,2,8189,0,116,0,2.80717
1.86328,0,0,4.464,2,8189,0,87,0,2.71398
1.94474,0,0,4.984,2,8189,0,92,0,2.58586
2.7251,0,0,5.941,2,8189,0,128,0,2.99354
2.79492,0,0,3.862,2,8189,0,125,0,3.55264
2.66693,0,0,4.824,2,8189,0,120,0,3.09837
1.83998,0,0,7.089,2,8189,0,90,0,3.35462
2.86475,0,0,5.609,2,8189,0,129,0,3.15661
1.90992,0,0,3.48,2,8190,0,90,0,2.97024
3.0512,0,0,3.951,2,8191,0,133,0,2.70234
1.26948,0,0,8.556,2,8191,0,57,0,2.8887
1.549,0,0,4.743,2,8191,0,72,0,2.99354
2.23615,0,0,7.972,2,8189,0,98,0,3.24979
3.43577,0,0,2.857,2,8189,0,151,0,3.44781
3.61036,0,0,3.335,2,8189,0,159,0,3.86714
3.17927,0,0,2.79,2,8189,0,144,0,4.19328
3.59848,0,0,3.864,2,8191,0,157,0,4.19328
0.454198,0,0,4.099,2,8191,0,20,0,4.15834
0.0232925,0,0,9.165,2,8190,0,2,0,4.13504
0.023292,0,2,9.165,2,8191,0,0,0,4.13504
0.0232918,0,2,9.165,2,8191,0,0,0,4.13504
0.0931676,0,0,253.645,2,8191,0,4,0,4.12339
0.535711,0,0,82.404,2,8189,0,27,0,3.89043
0.151393,0,0,117.944,2,8191,0,9,0,3.89043
3.1443,0,0,2.802,2,8189,0,139,0,3.71571
4.50693,0,0,2.411,2,8191,0,197,0,4.35635
4.02941,0,0,2.792,2,8191,0,177,0,4.25152
4.65841,0,0,2.407,2,8189,0,201,0,6.34816
3.88991,0,0,2.507,2,8189,0,171,0,7.44307
4.0531,0,0,2.848,2,8189,0,178,0,9.20192
4.42553,0,0,2.511,2,8189,0,195,0,3.91373
4.8795,0,0,2.653,2,8189,0,211,0,4.21658
4.71656,0,0,2.697,2,8189,0,203,0,4.48448
3.88976,0,0,2.495,2,8189,0,172,0,4.20493
4.27385,0,0,3.547,2,8189,0,186,0,3.35462
3.80826,0,0,3.267,2,8191,0,166,0,3.34298
3.52881,0,0,3.573,2,8191,0,156,0,3.2265
4.48374,0,0,2.525,2,8189,0,195,0,6.65101
4.35586,0,0,2.47,2,8190,0,188,0,7.47802
4.20428,0,0,2.586,2,8189,0,183,0,5.2649
4.63511,0,0,2.646,2,8189,0,202,0,7.95558
4.55359,0,0,2.502,2,8189,0,198,0,4.84557
4.21607,0,0,4.318,2,8189,0,183,0,9.74938
3.79684,0,0,3.687,2,8189,0,166,0,10.3551
3.78513,0,0,2.717,2,8189,0,167,0,10.0639
3.87807,0,0,2.837,2,8189,0,171,0,6.08026
3.71503,0,0,3.145,2,8189,0,165,0,4.35635
3.93639,0,0,3.453,2,8190,0,171,0,3.13331
4.58834,0,0,2.722,2,8189,0,200,0,2.9353
4.91425,0,0,2.431,2,8189,0,213,0,2.5975
4.89125,0,0,2.309,2,8189,0,210,0,7.76922
4.77479,0,0,2.245,2,8191,0,206,0,14.793
4.53014,0,0,3.421,2,8191,0,195,0,10.8792
3.98279,0,0,2.948,2,8189,0,175,0,4.57766
4.49526,0,0,2.687,2,8189,0,195,0,3.68077
4.13423,0,0,2.714,2,8189,0,180,0,3.62253
4.46037,0,0,2.435,2,8189,0,195,0,3.71571
5.00803,0,0,2.656,2,8189,0,217,0,3.59923
4.79846,0,0,2.286,2,8191,0,207,0,3.83219
4.29756,0,0,3.257,2,8191,0,187,0,3.43616
4.97234,0,0,2.773,2,8189,0,215,0,3.50605
4.7628,0,0,3.293,2,8191,0,208,0,6.05696
3.94784,0,0,2.242,2,8189,0,172,0,3.97197
3.7146,0,0,2.959,2,8189,0,164,0,3.91373
4.50684,0,0,2.966,2,8189,0,195,0,3.24979
4.50687,0,0,2.644,2,8189,0,196,0,3.52934
3.91236,0,0,3.7,2,8189,0,171,0,3.37792
3.48205,0,0,3.528,2,8189,0,153,0,3.37792
2.71364,0,0,3.663,2,8189,0,119,0,3.01683
3.17946,0,0,4.737,2,8190,0,141,0,2.84211
4.40221,0,0,2.792,2,8189,0,191,0,3.00518
3.63358,0,0,3.72,2,8189,0,160,0,2.85376
3.98307,0,0,3.314,2,8189,0,173,0,3.11002
3.34266,0,0,2.791,2,8189,0,148,0,3.19155
2.58547,0,0,4.089,2,8189,0,118,0,3.57594
3.07452,0,0,2.887,2,8189,0,137,0,3.35462
3.97106,0,0,2.715,2,8189,0,176,0,3.57594
3.19082,0,0,2.377,2,8189,0,142,0,2.81882
4.12278,0,0,3.384,2,8189,0,178,0,3.26144
3.37734,0,0,4.307,2,8190,0,151,0,3.02848
3.38883,0,0,3.051,2,8189,0,150,0,3.41286
3.22573,0,0,3.101,2,8189,0,143,0,4.48448
3.74974,0,0,2.635,2,8191,0,167,0,3.69242
4.12248,0,0,2.784,2,8189,0,180,0,4.67085
4.29751,0,0,2.772,2,8189,0,189,0,4.18163
5.05453,0,0,2.163,2,8189,0,220,0,6.9888
4.39067,0,0,2.706,2,8189,0,191,0,5.59104
4.97304,0,0,2.608,2,8189,0,217,0,4.51942
3.90163,0,0,4.617,2,8191,0,172,0,3.4944
4.35589,0,0,3.228,2,8191,0,190,0,3.24979
4.94977,0,0,2.72,2,8189,0,214,0,3.7856
5.01898,0,0,2.433,2,8189,0,219,0,5.39302
5.04232,0,0,2.753,2,8191,0,218,0,7.02374
5.01908,0,0,2.353,2,8189,0,218,0,6.51123
4.37863,0,0,2.513,2,8191,0,192,0,6.75584
4.57655,0,0,2.32,2,8191,0,199,0,3.61088
3.91292,0,0,2.446,2,8189,0,174,0,3.65747
4.87944,0,0,2.677,2,8189,0,210,0,5.35808
4.94944,0,0,2.55,2,8189,0,215,0,6.91891
4.49527,0,0,2.408,2,8189,0,196,0,3.85549
5.03112,0,0,2.519,2,8189,0,217,0,3.96032
5.17101,0,0,2.301,2,8189,0,225,0,8.24678
5.18273,0,0,2.333,2,8189,0,224,0,7.29165
4.90325,0,0,3.461,2,8189,0,212,0,4.88051
3.9948,0,0,2.236,2,8191,0,175,0,4.62426
4.96105,0,0,2.08,2,8191,0,215,0,5.10182
2.91131,0.0815167,0,3.024,2,8191,0,128,0,3.99526
0,0,0,3.024,2,8191,0,0,0,3.99526
0,0,0,3.024,2,8191,0,0,0,3.99526
0,0,0,3.024,2,8191,0,0,0,3.99526
0,0,0,3.024,2,8191,0,0,0,3.99526
0,0,0,3.024,2,8191,0,0,0,3.99526


